TEAM NAMES,Series Number,Filename,Name,Description,Gender,attributes,UUID,sha256
,404,pretty-betty,pretty betty,Betty is very proud of her beauty and does not hesitate to flaunt it.,Female,hair: orange bob; eyes: closed; teeth: none; clothing: orange one hand ankara print; accessories: none; expression: stoic; strength: beauty; weakness: pride;,6a4f5b7c-914d-42c5-8e5f-d1c34ca48886,874e88febde313cfa0e5a8b89e777512f8593b8dfd75167980be50853ad1d813
,405,lola-medusa,lola medusa,Lola is the head maketer at her firm and she is the best at negotiating.,Female,hair: long red braids; eyes: closed; teeth: none; clothing: geometric ankara print; accessories: none; expression: unfazed; strength: conviction; weakness: narcissism;,32ec57f7-8272-4671-ad2d-db3dff99fe9f,8d97603df1fc5f4d8e46ffee570c07b3258070b6d673cbe46df4abeb57918176
,406,bukola-nosend,bukola nosend,Bukola is friends with many but always get moody.,Female,hair: brunette bob; eyes: brown; teeth: none; clothing: blue and yellow ankara print dress; accessories: none; expression: moody; strength: ideation; weakness: procrastination;,59d19b13-09e2-412e-a669-df020e03ae10,78bc5a66a6cbdd1d4491869e520faa61d905db8ce31a85e71e8d27639f7b51f0
,407,burna-morgan,burna morgan,Morgan paints the town red with her red hair.,Female,hair: two brunette buns; eyes: brown; teeth: none; clothing: ankara  dungarees; accessories: tobacco pipe; expression: none; strength: fighting; weakness: bossy;,d08af477-de20-4780-8449-46b87840b9fa,5d11e98aff47d8b44fc588910a2ce54d7969d3288f8041cfea39317ec77c7ce1
,408,afro-star,afro star,Bimbo is an afro star with great affluence.,Female,hair: orange afro; eyes: brown; teeth: none; clothing: ghana kente dress; accessories: none; expression: inspired; strength: money; weakness: aggresive;,40743b16-ae12-4b4a-989c-e5fbf1e2e0ca,8b297dd3be7eca902c2a1d829d6b18315d2458739de4d1862107084df4db4d92
,409,fiesty-sandra,fiesty sandra,Sandra is a social animal; correct owambe ambassador.,Female,hair: brown bun; eyes: brown; teeth: none; clothing: yellow ankara dress; accessories: purple bubblegum; expression: none; strength: relating with people; weakness: short attention span;,d875aa6c-3e4a-4450-b09c-e9f1cdcc3947,933d93037cd8085427dab51b67e06d4590f51d9dda042afc05b1853690743f24
,410,sister-nkechi-sabi,sister nkechi sabi,Nkechi is the true definition of amebo; always in peoples business.,Female,hair: black low cut; eyes: brown; teeth: none; clothing: yellow patterned ankara dress; accessories: ankara beret; expression: none; strength: amebo; weakness: keeping quiet;,a728a380-1d33-4080-841d-80b041474d8f,432731545f43950ed7609cea57f0949354efb6f54d436aed1683c9dd3de35c58
,411,unfriendly-gina,unfriendly gina,Gina is an angry one; she has no friends but has a lot of money.,Female,hair: orange bun; eyes: brown; teeth: none; clothing: animal print dress; accessories: none; expression: stoic; strength: anger; weakness: peace;,dd30a327-8a74-40a5-8207-19a790508ccc,120f707125d9cf380c0ef33203e1828375a87c4f6ab79e3b726c8d99586e94c5
,412,dada-ganster,dada ganster,Zoe got her nickname dada gangster because of her beautiful dreadlocks; she is a sweet one and is ever ready to help others.,Female,hair: purple dreadlock; eyes: brown; teeth: vampiric; clothing: ankara mixed with black material dress; accessories: none; expression: annoyed; strength: finding trouble; weakness: impulsive;,e1a43f65-aad2-4385-ac5e-bc159c6e0f2a,6e4a74f9c4fa0241f475a80e67e57a886cde673960be8279d6a0e936ed715e45
,413,idoncare-linda,idoncare linda,Linda is a carefree woman that pays little attention to whatever is happening round her.,Female,hair: orange bob; eyes: brown; teeth: none; clothing: blue one hand dress; accessories: none; expression: mischievous; strength: instigating arguments; weakness: needs to be right;,ed04b47c-ae98-4db2-b71b-04d7bb976d45,d6ad0514f034a85f2972c48b2f2d29d4f574694a8806c31d11835e089dcd3799
,414,doubting-vivian,doubting vivian,Vivian just like the thomas in the bible; she doubts all.,Female,hair: long red braid; eyes: brown; teeth: none; clothing: red ankara one hand dress; accessories: none; expression: pissed; strength: logic; weakness: trust issues;,a0282797-44ef-4bfb-a701-e4ed5e727d63,cb45da550bbbde6aff07b7d3441c7ab0d66c3a2db9cf359c3040fbdc3ea33fa8
,415,simbi-side-eyed,simbi side eyed,Simbi is reserved but doesn't allow anyone intimidate her.,Female,hair: two orange buns; eyes: brown; teeth: none; clothing: geometric ankara dress; accessories: none; expression: annoyed; strength: communication; weakness: stubborn;,1f99104c-e98b-4c9a-9891-00a481e86008,f11753a34e78808b4cdbb0b3f958667da34c0a757c497cbe5d416d7be73a385d
,416,bambi-tekno,bambi tekno,Bambi is the dancer of the team; anytime she hears a beat shes on her feet.,Female,hair: brown low buns; eyes: none; teeth: none; clothing: brown ankara dress;  accessories: yellow sunglasses; expression: cool; strength: dancing; weakness: procrastination;,95ff5e2c-1ff2-4d58-890b-de0f39f9d8ce,1d620e78a15ef64aa49e69d091412586b9f1174acf443969b5f70a766f1d2247
,417,saka-portable,saka portable,Saka is forever convinced that his toothless smile is the icing on his cake.,Male,hair: none; eyes: none; teeth: none; clothing: black and blue shirt; accessories: purple cap and yellow sunglasses; expression: none; strength: confidence; weakness: stubborn;,bd98f74f-e42e-494e-8298-3183555ca666,6d71a7e02cf3a4974d6a822b35745f457f2cfa7c426405c268cbc61b535fa982
,418,king-of-boys,king of boys,Busayo has her way of convincing people to do things her way.,Female,hair: black buns; eyes: none; teeth: none; clothing: one hand patterned ankara dress; accessories: tobacco pipe and yellow sunglasses; expression: none; strength: confidence  weakness: always inconsiderate;,a650e79c-f964-4eb1-aa89-f9c1dbdede76,2c58a80867a2a2813830cd713fe07d38e1a303a9fd9fe5e2e84d8d426d070728
,419,funky-alte-pop,funky alte pop,Funke is always the life of every party; strong gen z advocate.,Female,hair: two red buns; eyes: none; teeth: none; clothing: one hand patterned ankara dress; accessories: yellow sun shades; expression: cool; strength: music; weakess: selfish;,b6753a8b-6127-4e97-812b-99e465791ba3,4aaaeef8aa152732ee0d228e0fa062236966116bf6c0690997cdf445ba239f6b
,420,madame-ngozi,madame ngozi,Ngozi make heads turn with her beautiful collection of materials from all over Africa.,Female,hair: red afro; eyes: none; teeth: none; clothing: ghana kente dress; accessories: yellow sunglasses; expression: pissed; strength: money; weakness: pride;,7ecdbb1d-9a89-4136-b240-499051836979,c6e5074232dadc51b803b227d55704f9d3353559b7dee8f7454a50c11fc1b35e
